COD_DPTO,NOMBRE DPTO,COD_MPIO,NOMBRE MPIO,SEXOS,ANO,Población
23,Córdoba ,23182,Chinú,AMBOS SEXOS,2019,"48,323"
23,Córdoba ,23182,Chinú,HOMBRES,2019,"24,566"
23,Córdoba ,23182,Chinú,MUJERES,2019,"23,757"
23,Córdoba ,23189,Ciénaga de Oro,AMBOS SEXOS,2019,"59,871"
23,Córdoba ,23189,Ciénaga de Oro,HOMBRES,2019,"30,216"
23,Córdoba ,23189,Ciénaga de Oro,MUJERES,2019,"29,655"
23,Córdoba ,23300,Cotorra,AMBOS SEXOS,2019,"19,315"
23,Córdoba ,23300,Cotorra,HOMBRES,2019,"9,677"
23,Córdoba ,23300,Cotorra,MUJERES,2019,"9,638"
23,Córdoba ,23350,La Apartada,AMBOS SEXOS,2019,"15,058"
23,Córdoba ,23350,La Apartada,HOMBRES,2019,"7,558"
23,Córdoba ,23350,La Apartada,MUJERES,2019,"7,500"
23,Córdoba ,23417,Lorica,AMBOS SEXOS,2019,"114,666"
23,Córdoba ,23417,Lorica,HOMBRES,2019,"56,346"
23,Córdoba ,23417,Lorica,MUJERES,2019,"58,320"
23,Córdoba ,23419,Los Córdobas,AMBOS SEXOS,2019,"19,038"
23,Córdoba ,23419,Los Córdobas,HOMBRES,2019,"9,722"
23,Córdoba ,23419,Los Córdobas,MUJERES,2019,"9,316"
23,Córdoba ,23464,Momil,AMBOS SEXOS,2019,"19,876"
23,Córdoba ,23464,Momil,HOMBRES,2019,"9,917"
23,Córdoba ,23464,Momil,MUJERES,2019,"9,959"
23,Córdoba ,23466,Montelíbano,AMBOS SEXOS,2019,"83,908"
23,Córdoba ,23466,Montelíbano,HOMBRES,2019,"41,103"
23,Córdoba ,23466,Montelíbano,MUJERES,2019,"42,805"
23,Córdoba ,23500,Moñitos,AMBOS SEXOS,2019,"30,242"
23,Córdoba ,23500,Moñitos,HOMBRES,2019,"15,373"
23,Córdoba ,23500,Moñitos,MUJERES,2019,"14,869"
23,Córdoba ,23555,Planeta Rica,AMBOS SEXOS,2019,"64,465"
23,Córdoba ,23555,Planeta Rica,HOMBRES,2019,"31,708"
23,Córdoba ,23555,Planeta Rica,MUJERES,2019,"32,757"
23,Córdoba ,23570,Pueblo Nuevo,AMBOS SEXOS,2019,"36,112"
23,Córdoba ,23570,Pueblo Nuevo,HOMBRES,2019,"18,334"
23,Córdoba ,23570,Pueblo Nuevo,MUJERES,2019,"17,778"
23,Córdoba ,23574,Puerto Escondido,AMBOS SEXOS,2019,"24,036"
23,Córdoba ,23574,Puerto Escondido,HOMBRES,2019,"12,428"
23,Córdoba ,23574,Puerto Escondido,MUJERES,2019,"11,608"
23,Córdoba ,23580,Puerto Libertador,AMBOS SEXOS,2019,"42,835"
23,Córdoba ,23580,Puerto Libertador,HOMBRES,2019,"22,121"
23,Córdoba ,23580,Puerto Libertador,MUJERES,2019,"20,714"
23,Córdoba ,23586,Purísima,AMBOS SEXOS,2019,"17,411"
23,Córdoba ,23586,Purísima,HOMBRES,2019,"8,811"
23,Córdoba ,23586,Purísima,MUJERES,2019,"8,600"
23,Córdoba ,23660,Sahagún,AMBOS SEXOS,2019,"109,052"
23,Córdoba ,23660,Sahagún,HOMBRES,2019,"54,128"
23,Córdoba ,23660,Sahagún,MUJERES,2019,"54,924"
23,Córdoba ,23670,San Andrés Sotavento,AMBOS SEXOS,2019,"48,215"
23,Córdoba ,23670,San Andrés Sotavento,HOMBRES,2019,"25,025"
23,Córdoba ,23670,San Andrés Sotavento,MUJERES,2019,"23,190"
23,Córdoba ,23672,San Antero,AMBOS SEXOS,2019,"34,520"
23,Córdoba ,23672,San Antero,HOMBRES,2019,"17,117"
23,Córdoba ,23672,San Antero,MUJERES,2019,"17,403"
23,Córdoba ,23675,San Bernardo del Viento,AMBOS SEXOS,2019,"37,052"
23,Córdoba ,23675,San Bernardo del Viento,HOMBRES,2019,"18,622"
23,Córdoba ,23675,San Bernardo del Viento,MUJERES,2019,"18,430"
23,Córdoba ,23678,San Carlos,AMBOS SEXOS,2019,"27,174"
23,Córdoba ,23678,San Carlos,HOMBRES,2019,"13,880"
23,Córdoba ,23678,San Carlos,MUJERES,2019,"13,294"
23,Córdoba ,23682,San José de Uré(1),AMBOS SEXOS,2019,"13,584"
23,Córdoba ,23682,San José de Uré(1),HOMBRES,2019,"7,092"
23,Córdoba ,23682,San José de Uré(1),MUJERES,2019,"6,492"
23,Córdoba ,23686,San Pelayo,AMBOS SEXOS,2019,"52,481"
23,Córdoba ,23686,San Pelayo,HOMBRES,2019,"26,512"
23,Córdoba ,23686,San Pelayo,MUJERES,2019,"25,969"
23,Córdoba ,23807,Tierralta,AMBOS SEXOS,2019,"93,873"
23,Córdoba ,23807,Tierralta,HOMBRES,2019,"47,449"
23,Córdoba ,23807,Tierralta,MUJERES,2019,"46,424"
23,Córdoba ,23815,Tuchín,AMBOS SEXOS,2019,"53,744"
23,Córdoba ,23815,Tuchín,HOMBRES,2019,"27,744"
23,Córdoba ,23815,Tuchín,MUJERES,2019,"26,000"
23,Córdoba ,23855,Valencia,AMBOS SEXOS,2019,"36,042"
23,Córdoba ,23855,Valencia,HOMBRES,2019,"18,046"
23,Córdoba ,23855,Valencia,MUJERES,2019,"17,996"
25,Cundinamarca,25001,Agua de Dios,AMBOS SEXOS,2019,"11,966"
25,Cundinamarca,25001,Agua de Dios,HOMBRES,2019,"5,781"
25,Cundinamarca,25001,Agua de Dios,MUJERES,2019,"6,185"
25,Cundinamarca,25019,Albán,AMBOS SEXOS,2019,"6,650"
25,Cundinamarca,25019,Albán,HOMBRES,2019,"3,424"
25,Cundinamarca,25019,Albán,MUJERES,2019,"3,226"
25,Cundinamarca,25035,Anapoima,AMBOS SEXOS,2019,"15,315"
25,Cundinamarca,25035,Anapoima,HOMBRES,2019,"7,596"
25,Cundinamarca,25035,Anapoima,MUJERES,2019,"7,719"
25,Cundinamarca,25040,Anolaima,AMBOS SEXOS,2019,"14,161"
25,Cundinamarca,25040,Anolaima,HOMBRES,2019,"7,301"
25,Cundinamarca,25040,Anolaima,MUJERES,2019,"6,860"
25,Cundinamarca,25053,Arbeláez,AMBOS SEXOS,2019,"10,825"
25,Cundinamarca,25053,Arbeláez,HOMBRES,2019,"5,511"
25,Cundinamarca,25053,Arbeláez,MUJERES,2019,"5,314"
25,Cundinamarca,25086,Beltrán,AMBOS SEXOS,2019,"1,832"
25,Cundinamarca,25086,Beltrán,HOMBRES,2019,953
25,Cundinamarca,25086,Beltrán,MUJERES,2019,879
25,Cundinamarca,25095,Bituima,AMBOS SEXOS,2019,"2,507"
25,Cundinamarca,25095,Bituima,HOMBRES,2019,"1,353"
25,Cundinamarca,25095,Bituima,MUJERES,2019,"1,154"
25,Cundinamarca,25099,Bojacá,AMBOS SEXOS,2019,"10,524"
25,Cundinamarca,25099,Bojacá,HOMBRES,2019,"5,280"
25,Cundinamarca,25099,Bojacá,MUJERES,2019,"5,244"
25,Cundinamarca,25120,Cabrera,AMBOS SEXOS,2019,"4,885"
25,Cundinamarca,25120,Cabrera,HOMBRES,2019,"2,743"
25,Cundinamarca,25120,Cabrera,MUJERES,2019,"2,142"
25,Cundinamarca,25123,Cachipay,AMBOS SEXOS,2019,"10,324"
25,Cundinamarca,25123,Cachipay,HOMBRES,2019,"5,256"
25,Cundinamarca,25123,Cachipay,MUJERES,2019,"5,068"
25,Cundinamarca,25126,Cajicá,AMBOS SEXOS,2019,"87,866"
25,Cundinamarca,25126,Cajicá,HOMBRES,2019,"42,176"
25,Cundinamarca,25126,Cajicá,MUJERES,2019,"45,690"
25,Cundinamarca,25148,Caparrapí,AMBOS SEXOS,2019,"12,714"
25,Cundinamarca,25148,Caparrapí,HOMBRES,2019,"6,726"
25,Cundinamarca,25148,Caparrapí,MUJERES,2019,"5,988"
25,Cundinamarca,25151,Caqueza,AMBOS SEXOS,2019,"17,480"
25,Cundinamarca,25151,Caqueza,HOMBRES,2019,"8,873"
25,Cundinamarca,25151,Caqueza,MUJERES,2019,"8,607"
25,Cundinamarca,25154,Carmen de Carupa,AMBOS SEXOS,2019,"7,733"
25,Cundinamarca,25154,Carmen de Carupa,HOMBRES,2019,"4,013"
25,Cundinamarca,25154,Carmen de Carupa,MUJERES,2019,"3,720"
25,Cundinamarca,25168,Chaguaní,AMBOS SEXOS,2019,"4,255"
25,Cundinamarca,25168,Chaguaní,HOMBRES,2019,"2,349"
25,Cundinamarca,25168,Chaguaní,MUJERES,2019,"1,906"
25,Cundinamarca,25175,Chía,AMBOS SEXOS,2019,"141,308"
25,Cundinamarca,25175,Chía,HOMBRES,2019,"68,000"
25,Cundinamarca,25175,Chía,MUJERES,2019,"73,308"
25,Cundinamarca,25178,Chipaque,AMBOS SEXOS,2019,"9,748"
25,Cundinamarca,25178,Chipaque,HOMBRES,2019,"4,945"
25,Cundinamarca,25178,Chipaque,MUJERES,2019,"4,803"
25,Cundinamarca,25181,Choachí,AMBOS SEXOS,2019,"11,213"
25,Cundinamarca,25181,Choachí,HOMBRES,2019,"5,584"
25,Cundinamarca,25181,Choachí,MUJERES,2019,"5,629"
25,Cundinamarca,25183,Chocontá,AMBOS SEXOS,2019,"21,425"
25,Cundinamarca,25183,Chocontá,HOMBRES,2019,"10,748"
25,Cundinamarca,25183,Chocontá,MUJERES,2019,"10,677"
25,Cundinamarca,25200,Cogua,AMBOS SEXOS,2019,"23,286"
25,Cundinamarca,25200,Cogua,HOMBRES,2019,"11,474"
25,Cundinamarca,25200,Cogua,MUJERES,2019,"11,812"
25,Cundinamarca,25214,Cota,AMBOS SEXOS,2019,"34,948"
25,Cundinamarca,25214,Cota,HOMBRES,2019,"17,129"
25,Cundinamarca,25214,Cota,MUJERES,2019,"17,819"
25,Cundinamarca,25224,Cucunubá,AMBOS SEXOS,2019,"7,935"
25,Cundinamarca,25224,Cucunubá,HOMBRES,2019,"4,014"
25,Cundinamarca,25224,Cucunubá,MUJERES,2019,"3,921"
25,Cundinamarca,25245,El Colegio,AMBOS SEXOS,2019,"25,047"
25,Cundinamarca,25245,El Colegio,HOMBRES,2019,"12,328"
25,Cundinamarca,25245,El Colegio,MUJERES,2019,"12,719"
25,Cundinamarca,25258,El Peñón,AMBOS SEXOS,2019,"4,710"
25,Cundinamarca,25258,El Peñón,HOMBRES,2019,"2,444"
25,Cundinamarca,25258,El Peñón,MUJERES,2019,"2,266"
25,Cundinamarca,25260,El Rosal,AMBOS SEXOS,2019,"23,417"
25,Cundinamarca,25260,El Rosal,HOMBRES,2019,"11,797"
25,Cundinamarca,25260,El Rosal,MUJERES,2019,"11,620"
25,Cundinamarca,25269,Facatativá,AMBOS SEXOS,2019,"148,001"
25,Cundinamarca,25269,Facatativá,HOMBRES,2019,"72,402"
25,Cundinamarca,25269,Facatativá,MUJERES,2019,"75,599"
25,Cundinamarca,25279,Fomeque,AMBOS SEXOS,2019,"12,367"
25,Cundinamarca,25279,Fomeque,HOMBRES,2019,"6,358"
25,Cundinamarca,25279,Fomeque,MUJERES,2019,"6,009"
25,Cundinamarca,25281,Fosca,AMBOS SEXOS,2019,"5,892"
25,Cundinamarca,25281,Fosca,HOMBRES,2019,"3,005"
25,Cundinamarca,25281,Fosca,MUJERES,2019,"2,887"
25,Cundinamarca,25286,Funza,AMBOS SEXOS,2019,"99,387"
25,Cundinamarca,25286,Funza,HOMBRES,2019,"48,295"
25,Cundinamarca,25286,Funza,MUJERES,2019,"51,092"
25,Cundinamarca,25288,Fúquene,AMBOS SEXOS,2019,"5,047"
25,Cundinamarca,25288,Fúquene,HOMBRES,2019,"2,484"
25,Cundinamarca,25288,Fúquene,MUJERES,2019,"2,563"
25,Cundinamarca,25290,Fusagasugá,AMBOS SEXOS,2019,"146,556"
25,Cundinamarca,25290,Fusagasugá,HOMBRES,2019,"70,536"
25,Cundinamarca,25290,Fusagasugá,MUJERES,2019,"76,020"
25,Cundinamarca,25293,Gachala,AMBOS SEXOS,2019,"4,386"
25,Cundinamarca,25293,Gachala,HOMBRES,2019,"2,295"
25,Cundinamarca,25293,Gachala,MUJERES,2019,"2,091"
25,Cundinamarca,25295,Gachancipá,AMBOS SEXOS,2019,"18,264"
25,Cundinamarca,25295,Gachancipá,HOMBRES,2019,"9,103"
25,Cundinamarca,25295,Gachancipá,MUJERES,2019,"9,161"
25,Cundinamarca,25297,Gachetá,AMBOS SEXOS,2019,"8,439"
25,Cundinamarca,25297,Gachetá,HOMBRES,2019,"4,188"
25,Cundinamarca,25297,Gachetá,MUJERES,2019,"4,251"
25,Cundinamarca,25299,Gama,AMBOS SEXOS,2019,"3,152"
25,Cundinamarca,25299,Gama,HOMBRES,2019,"1,603"
25,Cundinamarca,25299,Gama,MUJERES,2019,"1,549"
25,Cundinamarca,25307,Girardot,AMBOS SEXOS,2019,"105,379"
25,Cundinamarca,25307,Girardot,HOMBRES,2019,"51,167"
25,Cundinamarca,25307,Girardot,MUJERES,2019,"54,212"
25,Cundinamarca,25312,Granada,AMBOS SEXOS,2019,"7,566"
25,Cundinamarca,25312,Granada,HOMBRES,2019,"3,763"
25,Cundinamarca,25312,Granada,MUJERES,2019,"3,803"
25,Cundinamarca,25317,Guachetá,AMBOS SEXOS,2019,"13,749"
25,Cundinamarca,25317,Guachetá,HOMBRES,2019,"6,979"
25,Cundinamarca,25317,Guachetá,MUJERES,2019,"6,770"
25,Cundinamarca,25320,Guaduas,AMBOS SEXOS,2019,"31,869"
25,Cundinamarca,25320,Guaduas,HOMBRES,2019,"17,588"
25,Cundinamarca,25320,Guaduas,MUJERES,2019,"14,281"
25,Cundinamarca,25322,Guasca,AMBOS SEXOS,2019,"16,166"
25,Cundinamarca,25322,Guasca,HOMBRES,2019,"8,081"
25,Cundinamarca,25322,Guasca,MUJERES,2019,"8,085"
25,Cundinamarca,25324,Guataquí,AMBOS SEXOS,2019,"2,811"
25,Cundinamarca,25324,Guataquí,HOMBRES,2019,"1,457"
25,Cundinamarca,25324,Guataquí,MUJERES,2019,"1,354"
25,Cundinamarca,25326,Guatavita,AMBOS SEXOS,2019,"6,561"
25,Cundinamarca,25326,Guatavita,HOMBRES,2019,"3,300"
25,Cundinamarca,25326,Guatavita,MUJERES,2019,"3,261"
25,Cundinamarca,25328,Guayabal de Siquima,AMBOS SEXOS,2019,"4,587"
25,Cundinamarca,25328,Guayabal de Siquima,HOMBRES,2019,"2,325"
25,Cundinamarca,25328,Guayabal de Siquima,MUJERES,2019,"2,262"
25,Cundinamarca,25335,Guayabetal,AMBOS SEXOS,2019,"6,485"
25,Cundinamarca,25335,Guayabetal,HOMBRES,2019,"3,351"
25,Cundinamarca,25335,Guayabetal,MUJERES,2019,"3,134"
25,Cundinamarca,25339,Gutiérrez,AMBOS SEXOS,2019,"3,478"
25,Cundinamarca,25339,Gutiérrez,HOMBRES,2019,"1,854"
25,Cundinamarca,25339,Gutiérrez,MUJERES,2019,"1,624"
25,Cundinamarca,25368,Jerusalén,AMBOS SEXOS,2019,"2,283"
25,Cundinamarca,25368,Jerusalén,HOMBRES,2019,"1,230"
25,Cundinamarca,25368,Jerusalén,MUJERES,2019,"1,053"
25,Cundinamarca,25372,Junín,AMBOS SEXOS,2019,"5,920"
25,Cundinamarca,25372,Junín,HOMBRES,2019,"2,884"
25,Cundinamarca,25372,Junín,MUJERES,2019,"3,036"
25,Cundinamarca,25377,La Calera,AMBOS SEXOS,2019,"31,432"
25,Cundinamarca,25377,La Calera,HOMBRES,2019,"15,452"
25,Cundinamarca,25377,La Calera,MUJERES,2019,"15,980"
25,Cundinamarca,25386,La Mesa,AMBOS SEXOS,2019,"34,465"
25,Cundinamarca,25386,La Mesa,HOMBRES,2019,"17,328"
25,Cundinamarca,25386,La Mesa,MUJERES,2019,"17,137"
25,Cundinamarca,25394,La Palma,AMBOS SEXOS,2019,"9,588"
25,Cundinamarca,25394,La Palma,HOMBRES,2019,"4,949"
25,Cundinamarca,25394,La Palma,MUJERES,2019,"4,639"
25,Cundinamarca,25398,La Peña,AMBOS SEXOS,2019,"5,976"
25,Cundinamarca,25398,La Peña,HOMBRES,2019,"3,279"
25,Cundinamarca,25398,La Peña,MUJERES,2019,"2,697"
25,Cundinamarca,25402,La Vega,AMBOS SEXOS,2019,"17,830"
25,Cundinamarca,25402,La Vega,HOMBRES,2019,"8,843"
25,Cundinamarca,25402,La Vega,MUJERES,2019,"8,987"
25,Cundinamarca,25407,Lenguazaque,AMBOS SEXOS,2019,"10,424"
25,Cundinamarca,25407,Lenguazaque,HOMBRES,2019,"5,378"
25,Cundinamarca,25407,Lenguazaque,MUJERES,2019,"5,046"
25,Cundinamarca,25426,Macheta,AMBOS SEXOS,2019,"6,171"
25,Cundinamarca,25426,Macheta,HOMBRES,2019,"3,173"
25,Cundinamarca,25426,Macheta,MUJERES,2019,"2,998"
25,Cundinamarca,25430,Madrid,AMBOS SEXOS,2019,"120,067"
25,Cundinamarca,25430,Madrid,HOMBRES,2019,"59,078"
25,Cundinamarca,25430,Madrid,MUJERES,2019,"60,989"
25,Cundinamarca,25436,Manta,AMBOS SEXOS,2019,"3,795"
25,Cundinamarca,25436,Manta,HOMBRES,2019,"1,931"
25,Cundinamarca,25436,Manta,MUJERES,2019,"1,864"
25,Cundinamarca,25438,Medina,AMBOS SEXOS,2019,"8,064"
25,Cundinamarca,25438,Medina,HOMBRES,2019,"4,234"
25,Cundinamarca,25438,Medina,MUJERES,2019,"3,830"
25,Cundinamarca,25473,Mosquera,AMBOS SEXOS,2019,"141,171"
25,Cundinamarca,25473,Mosquera,HOMBRES,2019,"69,028"
25,Cundinamarca,25473,Mosquera,MUJERES,2019,"72,143"
25,Cundinamarca,25483,Nariño,AMBOS SEXOS,2019,"2,395"
25,Cundinamarca,25483,Nariño,HOMBRES,2019,"1,248"
25,Cundinamarca,25483,Nariño,MUJERES,2019,"1,147"
25,Cundinamarca,25486,Nemocón,AMBOS SEXOS,2019,"13,868"
25,Cundinamarca,25486,Nemocón,HOMBRES,2019,"6,875"
25,Cundinamarca,25486,Nemocón,MUJERES,2019,"6,993"
25,Cundinamarca,25488,Nilo,AMBOS SEXOS,2019,"11,441"
25,Cundinamarca,25488,Nilo,HOMBRES,2019,"7,674"
25,Cundinamarca,25488,Nilo,MUJERES,2019,"3,767"
25,Cundinamarca,25489,Nimaima,AMBOS SEXOS,2019,"3,665"
25,Cundinamarca,25489,Nimaima,HOMBRES,2019,"1,940"
25,Cundinamarca,25489,Nimaima,MUJERES,2019,"1,725"
25,Cundinamarca,25491,Nocaima,AMBOS SEXOS,2019,"6,317"
25,Cundinamarca,25491,Nocaima,HOMBRES,2019,"3,271"
25,Cundinamarca,25491,Nocaima,MUJERES,2019,"3,046"
25,Cundinamarca,25506,Venecia,AMBOS SEXOS,2019,"4,320"
25,Cundinamarca,25506,Venecia,HOMBRES,2019,"2,254"
25,Cundinamarca,25506,Venecia,MUJERES,2019,"2,066"
25,Cundinamarca,25513,Pacho,AMBOS SEXOS,2019,"25,046"
25,Cundinamarca,25513,Pacho,HOMBRES,2019,"12,336"
25,Cundinamarca,25513,Pacho,MUJERES,2019,"12,710"
25,Cundinamarca,25518,Paime,AMBOS SEXOS,2019,"4,206"
25,Cundinamarca,25518,Paime,HOMBRES,2019,"2,251"
25,Cundinamarca,25518,Paime,MUJERES,2019,"1,955"
25,Cundinamarca,25524,Pandi,AMBOS SEXOS,2019,"5,146"
25,Cundinamarca,25524,Pandi,HOMBRES,2019,"2,741"
25,Cundinamarca,25524,Pandi,MUJERES,2019,"2,405"
25,Cundinamarca,25530,Paratebueno,AMBOS SEXOS,2019,"8,786"
25,Cundinamarca,25530,Paratebueno,HOMBRES,2019,"4,522"
25,Cundinamarca,25530,Paratebueno,MUJERES,2019,"4,264"
25,Cundinamarca,25535,Pasca,AMBOS SEXOS,2019,"9,341"
25,Cundinamarca,25535,Pasca,HOMBRES,2019,"4,856"
25,Cundinamarca,25535,Pasca,MUJERES,2019,"4,485"
25,Cundinamarca,25572,Puerto Salgar,AMBOS SEXOS,2019,"16,058"
25,Cundinamarca,25572,Puerto Salgar,HOMBRES,2019,"8,165"
25,Cundinamarca,25572,Puerto Salgar,MUJERES,2019,"7,893"
25,Cundinamarca,25580,Pulí,AMBOS SEXOS,2019,"3,369"
25,Cundinamarca,25580,Pulí,HOMBRES,2019,"1,801"
25,Cundinamarca,25580,Pulí,MUJERES,2019,"1,568"
25,Cundinamarca,25592,Quebradanegra,AMBOS SEXOS,2019,"4,807"
25,Cundinamarca,25592,Quebradanegra,HOMBRES,2019,"2,525"
25,Cundinamarca,25592,Quebradanegra,MUJERES,2019,"2,282"
25,Cundinamarca,25594,Quetame,AMBOS SEXOS,2019,"5,176"
25,Cundinamarca,25594,Quetame,HOMBRES,2019,"2,657"
25,Cundinamarca,25594,Quetame,MUJERES,2019,"2,519"
25,Cundinamarca,25596,Quipile,AMBOS SEXOS,2019,"6,380"
25,Cundinamarca,25596,Quipile,HOMBRES,2019,"3,425"
25,Cundinamarca,25596,Quipile,MUJERES,2019,"2,955"
25,Cundinamarca,25599,Apulo,AMBOS SEXOS,2019,"8,457"
25,Cundinamarca,25599,Apulo,HOMBRES,2019,"4,347"
25,Cundinamarca,25599,Apulo,MUJERES,2019,"4,110"
25,Cundinamarca,25612,Ricaurte,AMBOS SEXOS,2019,"13,652"
25,Cundinamarca,25612,Ricaurte,HOMBRES,2019,"6,892"
25,Cundinamarca,25612,Ricaurte,MUJERES,2019,"6,760"
25,Cundinamarca,25645,San Antonio del Tequendama,AMBOS SEXOS,2019,"12,340"
25,Cundinamarca,25645,San Antonio del Tequendama,HOMBRES,2019,"6,185"
25,Cundinamarca,25645,San Antonio del Tequendama,MUJERES,2019,"6,155"
25,Cundinamarca,25649,San Bernardo,AMBOS SEXOS,2019,"8,703"
25,Cundinamarca,25649,San Bernardo,HOMBRES,2019,"4,476"
25,Cundinamarca,25649,San Bernardo,MUJERES,2019,"4,227"
25,Cundinamarca,25653,San Cayetano,AMBOS SEXOS,2019,"4,892"
25,Cundinamarca,25653,San Cayetano,HOMBRES,2019,"2,577"
25,Cundinamarca,25653,San Cayetano,MUJERES,2019,"2,315"
25,Cundinamarca,25658,San Francisco,AMBOS SEXOS,2019,"11,316"
25,Cundinamarca,25658,San Francisco,HOMBRES,2019,"5,582"
25,Cundinamarca,25658,San Francisco,MUJERES,2019,"5,734"
25,Cundinamarca,25662,San Juan de Río Seco,AMBOS SEXOS,2019,"8,324"
25,Cundinamarca,25662,San Juan de Río Seco,HOMBRES,2019,"4,239"
25,Cundinamarca,25662,San Juan de Río Seco,MUJERES,2019,"4,085"
25,Cundinamarca,25718,Sasaima,AMBOS SEXOS,2019,"11,104"
25,Cundinamarca,25718,Sasaima,HOMBRES,2019,"5,777"
25,Cundinamarca,25718,Sasaima,MUJERES,2019,"5,327"
25,Cundinamarca,25736,Sesquilé,AMBOS SEXOS,2019,"12,052"
25,Cundinamarca,25736,Sesquilé,HOMBRES,2019,"6,042"
25,Cundinamarca,25736,Sesquilé,MUJERES,2019,"6,010"
25,Cundinamarca,25740,Sibaté,AMBOS SEXOS,2019,"35,102"
25,Cundinamarca,25740,Sibaté,HOMBRES,2019,"17,336"
25,Cundinamarca,25740,Sibaté,MUJERES,2019,"17,766"
25,Cundinamarca,25743,Silvania,AMBOS SEXOS,2019,"22,550"
25,Cundinamarca,25743,Silvania,HOMBRES,2019,"11,365"
25,Cundinamarca,25743,Silvania,MUJERES,2019,"11,185"
25,Cundinamarca,25745,Simijaca,AMBOS SEXOS,2019,"13,465"
25,Cundinamarca,25745,Simijaca,HOMBRES,2019,"6,519"
25,Cundinamarca,25745,Simijaca,MUJERES,2019,"6,946"
25,Cundinamarca,25754,Soacha,AMBOS SEXOS,2019,"709,276"
25,Cundinamarca,25754,Soacha,HOMBRES,2019,"344,239"
25,Cundinamarca,25754,Soacha,MUJERES,2019,"365,037"
25,Cundinamarca,25758,Sopó,AMBOS SEXOS,2019,"27,456"
25,Cundinamarca,25758,Sopó,HOMBRES,2019,"13,447"
25,Cundinamarca,25758,Sopó,MUJERES,2019,"14,009"
25,Cundinamarca,25769,Subachoque,AMBOS SEXOS,2019,"16,183"
25,Cundinamarca,25769,Subachoque,HOMBRES,2019,"8,074"
25,Cundinamarca,25769,Subachoque,MUJERES,2019,"8,109"
25,Cundinamarca,25772,Suesca,AMBOS SEXOS,2019,"17,902"
25,Cundinamarca,25772,Suesca,HOMBRES,2019,"8,888"
25,Cundinamarca,25772,Suesca,MUJERES,2019,"9,014"
25,Cundinamarca,25777,Supatá,AMBOS SEXOS,2019,"5,361"
25,Cundinamarca,25777,Supatá,HOMBRES,2019,"2,744"
25,Cundinamarca,25777,Supatá,MUJERES,2019,"2,617"
25,Cundinamarca,25779,Susa,AMBOS SEXOS,2019,"6,769"
25,Cundinamarca,25779,Susa,HOMBRES,2019,"3,455"
25,Cundinamarca,25779,Susa,MUJERES,2019,"3,314"
25,Cundinamarca,25781,Sutatausa,AMBOS SEXOS,2019,"6,169"
25,Cundinamarca,25781,Sutatausa,HOMBRES,2019,"3,119"
25,Cundinamarca,25781,Sutatausa,MUJERES,2019,"3,050"
25,Cundinamarca,25785,Tabio,AMBOS SEXOS,2019,"22,983"
25,Cundinamarca,25785,Tabio,HOMBRES,2019,"11,219"
25,Cundinamarca,25785,Tabio,MUJERES,2019,"11,764"
25,Cundinamarca,25793,Tausa,AMBOS SEXOS,2019,"8,354"
25,Cundinamarca,25793,Tausa,HOMBRES,2019,"4,361"
25,Cundinamarca,25793,Tausa,MUJERES,2019,"3,993"
25,Cundinamarca,25797,Tena,AMBOS SEXOS,2019,"10,065"
25,Cundinamarca,25797,Tena,HOMBRES,2019,"5,158"
25,Cundinamarca,25797,Tena,MUJERES,2019,"4,907"
25,Cundinamarca,25799,Tenjo,AMBOS SEXOS,2019,"23,052"
25,Cundinamarca,25799,Tenjo,HOMBRES,2019,"11,328"
25,Cundinamarca,25799,Tenjo,MUJERES,2019,"11,724"
25,Cundinamarca,25805,Tibacuy,AMBOS SEXOS,2019,"4,477"
25,Cundinamarca,25805,Tibacuy,HOMBRES,2019,"2,324"
25,Cundinamarca,25805,Tibacuy,MUJERES,2019,"2,153"
25,Cundinamarca,25807,Tibirita,AMBOS SEXOS,2019,"3,207"
25,Cundinamarca,25807,Tibirita,HOMBRES,2019,"1,580"
25,Cundinamarca,25807,Tibirita,MUJERES,2019,"1,627"
25,Cundinamarca,25815,Tocaima,AMBOS SEXOS,2019,"16,136"
25,Cundinamarca,25815,Tocaima,HOMBRES,2019,"8,102"
25,Cundinamarca,25815,Tocaima,MUJERES,2019,"8,034"
25,Cundinamarca,25817,Tocancipá,AMBOS SEXOS,2019,"43,020"
25,Cundinamarca,25817,Tocancipá,HOMBRES,2019,"21,370"
25,Cundinamarca,25817,Tocancipá,MUJERES,2019,"21,650"
25,Cundinamarca,25823,Topaipí,AMBOS SEXOS,2019,"4,189"
25,Cundinamarca,25823,Topaipí,HOMBRES,2019,"2,237"
25,Cundinamarca,25823,Topaipí,MUJERES,2019,"1,952"
25,Cundinamarca,25839,Ubalá,AMBOS SEXOS,2019,"7,696"
25,Cundinamarca,25839,Ubalá,HOMBRES,2019,"4,101"
25,Cundinamarca,25839,Ubalá,MUJERES,2019,"3,595"
25,Cundinamarca,25841,Ubaque,AMBOS SEXOS,2019,"6,875"
25,Cundinamarca,25841,Ubaque,HOMBRES,2019,"3,604"
25,Cundinamarca,25841,Ubaque,MUJERES,2019,"3,271"
25,Cundinamarca,25843,Villa de San Diego de Ubate,AMBOS SEXOS,2019,"44,802"
25,Cundinamarca,25843,Villa de San Diego de Ubate,HOMBRES,2019,"21,809"
25,Cundinamarca,25843,Villa de San Diego de Ubate,MUJERES,2019,"22,993"
